"Increasing computational density of application-specific systems","Wilder, M.D.; Rinker, R.E.","Comput. Sci. Dept., Univ. of Idaho, Moscow, ID, USA","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","6","Application-specific systems are increasingly being deployed on reconfigurable computing platforms such as the field-programmable gate array (FPGA). These systems can integrate many disparate computing elements, and often contain soft processors hosting application components. Soft processors are sequential, synchronous devices with low computational density, and are not capable of exploiting the concurrency available on the FPGA. We present a method for increasing the computational density of application-specific systems by eliminating soft processors within these systems. This method eliminates soft processors by replacing programs that would be hosted on soft processors with custom, self-contained, circuitizable finite-state machine with datapath (FSMD) components that are automatically generated. We show that FS-MDs produced using this method eliminate the computational overhead associated with fetching and decoding instructions. We further show that this method, when applied to interrupt-driven programs, can produce concurrent FSMDs that arbitrate for shared datapath resources. We discuss how these FSMDs are capable of leveraging the spatial computational capabilities of the FPGA and are therefore more aptly suited for deployment within application-specific systems. We show that these FSMDs eliminate overhead associated with interrupt context switching, decrease interrupt servicing latencies, and eliminate interrupt livelock. We discuss implications and limitations of this method, and describe a prototype that implements the method for programs targeted for the Intel 8051.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952293","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952293","automatic synthesis;behavioral synthesis;binary synthesis;compiler;embedded systems","Clocks;Design automation;Field programmable gate arrays;Instruction sets;USA Councils","field programmable gate arrays;finite state machines;microprocessor chips","Intel 8051;application-specific systems;computational density;decoding instruction;fetching instruction;field programmable gate array;finite-state machine with datapath;interrupt-driven program;reconfigurable computing platform;soft processors hosting application","","","","0","","27","","","20110714","","IEEE","","IEEE Conference Publications"
"FPGA-specific optimizations by partial function evaluation","Manteuffel, H.; Bassoy, C.S.; Mayer-Lindenberg, F.","Inst. of Comput. Technol., Hamburg Univ. of Technol., Hamburg, Germany","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","6","Partial evaluation is a common optimization technique in compiler design. It is also used in hardware synthesis for simplifying modules with constant signals. In this paper we introduce a new evaluation method for imperative programs in high-level synthesis, which benefits from control data, whose values do not vary in different program executions and are thus determinable in advance. The key aspect is to collect intermediate-results during evaluation which are then used for hardware-specific optimizations, such as constant folding, reduction of data-widths or elimination and parallelization of memory accesses. In case of memory intensive applications we are able to reduce the runtime of up to 20%.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952283","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952283","FPGA;High-level synthesis;optimizations;partial evaluation","Arrays;Clocks;Field programmable gate arrays;Indexes;Optimization;Runtime;Sections","circuit optimisation;field programmable gate arrays;high level synthesis;logic design","FPGA-specific optimization;compiler design;constant folding;data-width reduction;hardware-specific optimization;high-level synthesis;imperative program;memory access;memory intensive application;parallelization;partial function evaluation","","","","0","","15","","","20110714","","IEEE","","IEEE Conference Publications"
"Session 4: MPSoCs","","","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","37","37","Start of the above-titled section of the conference proceedings record.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240596","","","","","","","","0","","","","","20120716","","IEEE","","IEEE Conference Publications"
"Precision timed infrastructure: Design challenges","Broman, D.; Zimmer, M.; Yooseong Kim; Hokeun Kim; Jian Cai; Shrivastava, A.; Edwards, S.A.; Lee, E.A.","Univ. of California, Berkeley, Berkeley, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","6","In general-purpose software applications, computation time is just a quality factor: faster is better. In cyber-physical systems (CPS), however, computation time is a correctness factor: missed deadlines for hard real-time applications, such as avionics and automobiles, can result in devastating, life-threatening consequences. Although many modern modeling languages for CPS include the notion of time, implementation languages such as C lack any temporal semantics. Consequently, models and programs for CPS are neither portable nor guaranteed to execute correctly on the real system; timing is merely a side effect of the realization of a software system on a specific hardware platform. In this position paper, we present the research initiative for a precision timed (PRET) infrastructure, consisting of languages, compilers, and microarchitectures, where timing is a correctness factor. In particular, the timing semantics in models and programs must be preserved during compilation to ensure that the behavior of real systems complies with models. We also outline new research and design challenges present in such an infrastructure.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573221","","Computational modeling;Computer architecture;Hardware;Microarchitecture;Program processors;Timing","precision engineering;timing circuits","computation time;correctness factor;cyber-physical systems;general-purpose software applications;precision timed infrastructure","","","","0","","36","","","20130801","","IEEE","","IEEE Conference Publications"
"From multicore simulation to hardware synthesis using transactions","Anane, A.; Aboulhamid, E.M.","Univ. de Montreal, Montre&#x0301;al, QC, Canada","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","6","With the increasing complexity of digital systems that are becoming more and more parallel, a better abstraction to describe such systems has become necessary. This paper shows how, by using the powerful mechanism of transactions as a concurrency model, and by taking advantage of .NET introspection and attribute programming capabilities, we were able to achieve an automatic high-level synthesis flow. Indeed, we kept the same object oriented programming concepts to describe the architecture of high-level models, such as encapsulation and interfacing. However, unlike SystemC, the behaviour is no longer described as processes and events but as transactions. Transactions can be seen as atomic actions interacting through shared variables. Then, we transform such high level translational model to a SystemC behavioral model ready to be synthesized by a behavioral synthesizer.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573214","Design methodology;Emulation;High level synthesis;Transactions","Adaptation models;Hardware;Object oriented modeling;Protocols;Registers;Schedules;Semantics","integrated circuit modelling;microprocessor chips;multiprocessing systems;network synthesis",".NET introspection;SystemC behavioral model;automatic high level synthesis flow;behavioral synthesizer;concurrency model;digital systems;hardware synthesis;high level translational model;multicore simulation;object oriented programming","","","","0","","23","","","20130801","","IEEE","","IEEE Conference Publications"
"Session 1: High-level synthesis","","","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","10","10","Start of the above-titled section of the conference proceedings record.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240589","","","","","","","","0","","","","","20120716","","IEEE","","IEEE Conference Publications"
"Session 6: System design","Gruttner, Kim","Offis","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","1","As it is evident from most of the sessions of this conference, co-design, synthesis, and formalisms that enable co-design, co-simulation, and co-synthesis are extremely important for ESL based methodologies for system design. In this session, these issues nicely come together in two problems taken up by the two papers. The first paper introduces an architecture template and an accompanying tool for the automated generation of an application-specific digital mockup platform for a cyber-physical system. The second paper describes hardware-software co-design enabling transparent communication between components through a three-layered communication architecture. The main focus is an integration of two development and simulation environments: nesC (for network protocols for wireless sensor network) and GEZEL (an FSMD based hardware modeling, synthesis and simulation environment).","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952294","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952294","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Table of contents","","","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","1","Presents the table of contents of the proceedings record.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573206","","","","","","","","0","","","","","20130801","","IEEE","","IEEE Conference Publications"
"[Title page]","","","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","1","Presents the title page of the proceedings record.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573205","","","","","","","","0","","","","","20130801","","IEEE","","IEEE Conference Publications"
"From design-time concurrency to effective implementation parallelism: The multi-clock reactive case","Papailiopoulou, V.; Potop-Butucaru, D.; Sorel, Y.; De Simone, R.; Besnard, L.; Talpin, J.","","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","6","We have defined a full design flow starting from high-level domain specific languages (Simulink, SCADE, AADL, SysML, MARTE, SystemC) and going all the way to the generation of deterministic concurrent (multi-threaded) executable code for (distributed) simulation or implementation. Based on the theory of weakly endochronous systems, our flow allows the automatic detection of potential parallelism in the functional specification, which is then used to allow the generation of concurrent (multi-thread) code for parallel, possibly distributed implementations.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952287","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952287","concurrent;distributed;multi-clock synchronous;multi-thread;weak en-dochrony","Adders;Algorithm design and analysis;Computer architecture;Instruction sets;Parallel processing;Synchronization;Vegetation","clocks;concurrency control;hardware description languages;high level synthesis;multi-threading;parallel processing","AADL;MARTE;SCADE;Simulink;SysML;SystemC;design-time concurrency;deterministic concurrent executable code;distributed simulation;full design flow;high-level domain specific language;multiclock reactive case;multithreaded executable code;parallelism;weakly endochronous system","","","","2","","18","","","20110714","","IEEE","","IEEE Conference Publications"
"Session 3: High-level synthesis","","","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","30","30","Start of the above-titled section of the conference proceedings record.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240594","","","","","","","","0","","","","","20120716","","IEEE","","IEEE Conference Publications"
"Session 1: Co-design — Part I","Gauthier, Thierry","IRISA","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","1","Hardware/Software co-design is one of the challenges of embedded system design, especially ESL enabled system design. Modeling constructs, models of computation, and timing models at the system level need to be developed so that hardware and software can be uniformly modeled, and later partitioned after simulation based profiling. In this session, two papers will be presented, one on data structures for unified modeling, and another on a unified model of computation. The first paper describes a HW/SW codesign template library (CTL). It allows the usage of high level complex data structures for design space exploration by replacing complex data structures with specific library components for either HW or SW. For HW designs, the library provides the opportunity to map data structures to specific memory structures and it contributes to achieve an efficient memory usage. In the second paper, the authors propose a cyber physical system modeling approach based on process networks. The proposed approach supports Kahn process networks, timed dataflow and signal flow graphs as well as their interfacing. A case study is used to illustrate the usefulness of this unified view of models of computation.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952278","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952278","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Session 3: Modelling","Hara-Azumi, Yuko","Ritsumeikan University","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","1","This session focuses on various modeling formalisms, and usage of these formalisms for ESL modeling. For example, AADL is becoming standard in certain domains such as avionics, and IP-Xact is becoming standard for interoperability of IPs developed by independent vendors. Polychronous formalisms are being increasing used for concurrent embedded software system modeling. These three papers show certain advantages, and methodologies based in these formalisms. The first paper describes a transformation from AADL to Signal. This transformation allows for a direct formal validation of an AADL specification via the Sigali model-checker and the Polychrony environment. The second paper describes a collection of tools designed for other purposes (documentation, simulation) to try to extract sufficient information from models coded in SystemC so that an IP-Xact epresentation of these models could be assembled. The third paper announces a formally-based compilation framework, from specification parallelism to implementation parallelism. It relies on notions of weak-endochrony defined in the framework of synchronous reactive languages. In particular, it considers the generation of executable code involving multiple threads.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952284","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952284","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Multi-core cache hierarchy modeling for host-compiled performance simulation","Razaghi, P.; Gerstlauer, A.","Electr. & Comput. Eng, Univ. of Texas at Austin, Austin, TX, USA","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","6","The need for early software evaluation has increased interest in host-compiled or source-level simulation techniques. For accurate real-time performance evaluation, dynamic cache effects have to be considered in this process. However, in the context of coarse-grained simulation, fast yet accurate modeling of complex multi-core cache hierarchies poses several challenges. In this paper, we present a novel generic multi-core cache modeling approach that incorporates accurate reordering in the presence of coarse-grained temporal decoupling. Our results show that our reordering approach is as accurate as a fine-grained simulation while maintaining almost the full performance benefits of a temporally decoupled simulation.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573218","","Accuracy;Context modeling;Delays;Kernel;Multicore processing;Synchronization","cache storage;integrated circuit modelling;microprocessor chips;multiprocessing systems;performance evaluation","coarse grained simulation;coarse grained temporal decoupling;dynamic cache effects;early software evaluation;fine grained simulation;host compiled performance simulation;multicore cache hierarchy modeling;real time performance evaluation;source level simulation","","","","0","","18","","","20130801","","IEEE","","IEEE Conference Publications"
"Multi-layer configuration exploration of MPSoCs for streaming applications","Mishra, D.; Samei, Y.; Nga Dang; Domer, R.; Bozorgzadeh, E.","Univ. of California, Irvine, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","38","43","While integration of configurable components, such as soft processors, in MPSoC design enables further system adaptation to application needs, supporting system level tools need to provide an environment for systematic and efficient configuration exploration. This paper presents a multi-layer configuration exploration framework for streaming applications on MPSoCs. We introduce a novel Configuration Exploration Tree (CET) for configuration selection per processor. Integrated in a system-level design environment, our CET enables efficient and fully automatic exploration of processor configurations in MPSoC. The proposed CET supports the fast evaluation of feasible configurations by simulation at highest levels of abstraction. In addition, assuming monotonous impact of configuration values on system throughput, we use an ordering among the nodes in the CET to minimize necessary simulations. Our exploration efficiently finds all feasible configurations for a given constraint.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240597","","Algorithm design and analysis;Analytical models;Complexity theory;Program processors;Sorting;Space exploration;Throughput","integrated circuit design;system-on-chip","CET;MPSoC design;automatic exploration;configuration exploration tree;multilayer configuration exploration;processor configuration;soft processor;streaming application;system adaptation;system level tool;system-level design environment;systematic configuration exploration","","","","0","","15","","","20120716","","IEEE","","IEEE Conference Publications"
"Session 2: Work-in-Progress","","","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","1","Start of the above-titled section of the conference proceedings record.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573212","","","","","","","","0","","","","","20130801","","IEEE","","IEEE Conference Publications"
"Welcome to ESLsyn 2011","","","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","4","Presents the welcome message from the conference proceedings.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952277","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952277","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Efficient preemption of loops for dynamic HW/SW partitioning on configurable systems on chip","Ro&#x0308;ssler, M.; Langer, J.; Heinkel, U.","Circuit & Syst. Design, Chemnitz Univ. of Technol., Chemnitz, Germany","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","6","With the advance of high-level synthesis methodologies it has become possible to transform software tasks, typically running on a processor, to hardware tasks running on an FPGA device. Furthermore, dynamic reconfiguration techniques allow dynamic scheduling of hardware tasks on an FPGA area at runtime. The combination of these techniques allows dynamic scheduling across the hardware-software boundary. However, to interrupt and resume a task, its context has to be identified and stored. Loop bodies have to be interruptible in order to guarantee a maximum latency between interrupts. This work presents an efficient way to synchronize loop implementations between the software and the hardware world, even if control and data flows are of fundamental different nature.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573215","","Context;Field programmable gate arrays;Hardware;Interrupters;Pipeline processing;Software;Synchronization","field programmable gate arrays;hardware-software codesign;network synthesis;reconfigurable architectures;system-on-chip","FPGA device;configurable systems on chip;dynamic HW-SW partitioning;dynamic reconfiguration;dynamic scheduling;field programmable gate arrays;hardware tasks;hardware-software boundary;high level synthesis;loop implementations","","","","0","","11","","","20130801","","IEEE","","IEEE Conference Publications"
"Just-in-time compilation for FPGA processor cores","Becker, A.; Sirowy, S.; Vahid, F.","Dept. of Comput. Sci. & Eng., Univ. of California, Riverside, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","6","Portability benefits have encouraged the trend of distributing applications using processor-independent instructions, a.k.a. bytecode, and executing that bytecode on an emulator running on a target processor. Transparent just-in-time (JIT) compilation of bytecode to native instructions is often used to increase application execution speed without sacrificing portability. Recent work has proposed distributing FPGA circuit applications in a SystemC bytecode to be emulated on a processor with portions possibly dynamically migrated to custom bytecode accelerator circuits or to native circuits on the FPGA. We introduce a novel JIT compiler for bytecode executing on a soft-core FPGA processor. During an iterative process of JIT compiler and emulator architecture codesign, we added JIT-aware resources on a soft-core processor's surrounding FPGA fabric, including a JIT memory, a signal queue, and an emulation memory controller - all unique to JIT compilation for FPGA processors versus traditional processors. Experiments show that regular JIT compilation achieved 3.0× average speedup over emulation, while our JIT-aware FPGA resources yielded an additional 5.2× average speedup, for a total of 15.7× average speedup, at a cost of 21% of a MicroBlaze processor core's slice usage.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952282","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952282","","Benchmark testing;Computer architecture;Emulation;Field programmable gate arrays;Hardware;Random access memory;Software","electronic engineering computing;field programmable gate arrays;just-in-time;logic design;program compilers;random-access storage","JIT compiler;JIT memory;SystemC bytecode;emulation memory controller;emulator architecture codesign;just-in-time compilation;processor-independent instruction;signal queue;soft-core FPGA processor","","","","0","","25","","","20110714","","IEEE","","IEEE Conference Publications"
"Process variation-aware task replication for throughput optimization in configurable MPSoCS","Singhal, L.; Kooti, H.; Bozorgzadeh, E.","Synopsys Inc., Mountain View, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","44","49","Due to within-die and die-to-die variations, multiple cores in MPSoC have different delay distributions, and hence the problem of assigning tasks to the cores become challenging. This paper targets system level throughput optimization in streaming pipelined MPSoCs under process variation. First, to maximize system level throughput, we make extensive use of data parallelism of the streaming applications to map them to multiple cores available on a chip. In order to tackle the effect of process variation in clock frequency of these cores, and the resulting deterioration in system timing yield, we propose to deploy frequency scaling and configuration selection for each core. We incorporate timing yield constraint during task replication and load balancing for data parallel tasks. The novel contribution of this work is that we perform all these operations simultaneously, and show the benefits of our approach. We present an ILP solution for maximum throughput under process variation and the proposed solution determines the right degree of parallelism at target timing yield. Our proposed ILP formulation is very generic and can be used for task replication of single or multiple tasks, while simultaneously performing optimum load balancing. The results show that the MPSoC system design flows that do not consider one or more than one of the above mentioned design decisions simultaneously, suffer greatly from the design failures and fail to meet strict timing yield and bandwidth constraints. The throughput of such an MPSoC system is also worse than half of the throughput of our proposed system.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240584","","Bandwidth;Clocks;Equations;Parallel processing;Program processors;Throughput;Timing","integer programming;integrated circuit design;linear programming;system-on-chip","ILP formulation;MPSoC system design;clock frequency;configurable MPSoC;configuration selection;data parallel task;delay distribution;die-to-die variation;frequency scaling;optimum load balancing;process variation-aware task replication;streaming pipelined MPSoC;system level throughput optimization;system timing yield;target timing yield;within-die variation","","","","0","","9","","","20120716","","IEEE","","IEEE Conference Publications"
"System synthesis from UML/MARTE models: The PHARAON approach","Posadas, H.; Pe&#x00F1;il, P.; Nicola&#x0301;s, A.; Villar, E.","Microelectron. Eng. Group, Univ. of Cantabria, Santander, Spain","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","8","Model-Driven Engineering (MDE) based on UML is a mature methodology for software development. However, its application to HW/SW embedded system specification and design requires specific features not covered by the language. For this reason, the MARTE profile for Real-Time and Embedded systems was defined. It has proven to be powerful enough to support holistic system modeling under different views. This single-source model is able to capture the required information, enabling the automatic generation of executable and configurable models for fast performance analysis without requiring additional engineering effort. As a result of this performance analysis suitable system architecture can be decided. At this point, the SW stack to be executed by each processing node in the selected heterogeneous platform has to be generated. In the general case this is a tedious and error-prone process with little assistance from available tools. Current practices oblige the SW engineer to develop the code for each node of the heterogeneous multi-core platform by hand. The code has to be written specifically for the selected architecture and architectural mapping, thus reducing reusability. In order to overcome this limitation, the FP7 PHARAON project aims to develop tools able to automatically generate the code to be executed in each node from the initial system model. This affects not only the application code, the static and run-time libraries (e.g. OpenMP/OpenCL), the middleware and communication functions, but also the OS and the driver calls in each node.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573222","MARTE;MPSoC;SW synthesis;UML","Analytical models;Concurrent computing;Embedded systems;Object oriented modeling;Semantics;Standards;Unified modeling language","Unified Modeling Language;embedded systems;hardware-software codesign;middleware;multiprocessing systems;system-on-chip","FP7 PHARAON project;HW-SW embedded system;MDE;MPSoC;OpenCL;OpenMP;UML-MARTE models;architectural mapping;driver calls;heterogeneous multicore platform;holistic system modeling;middleware;model driven engineering;multiprocessing system-on-chip;real time systems;software development;system synthesis","","","","0","","41","","","20130801","","IEEE","","IEEE Conference Publications"
"[Title page]","","","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","1","Conference proceedings title page.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952274","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952274","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Application-specific codesign platform generation for digital mockups in cyber-physical systems","Miller, B.; Vahid, F.; Givargis, T.","Dept. Comput. Sci. & Eng., Univ. of California, Riverside, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","6","The testing of cyber-physical systems requires validating device functionality for a wide range of operating conditions. The environment with which the cyber-physical device interacts, such as lungs for a medical ventilator device or a busy freeway for an autonomous vehicle, may be complex and subsequently difficult to explore all possible configurations. Computer simulations that utilize device and environment behavioral models may be used as a first stage of testing, but at some point development must occur using the real device running in real-time. We present a codesign framework for aiding cyber-physical device development where real devices or prototypes are connected to real-time models that simulate the interacting environment. Such test setups are known as digital mockups and allow for testing environment scenarios that are hard to capture with commonly-used but limited physical mockups. The framework supports model hardware/software codesign to enable models of varying speed and accuracy to be implemented within an embedded processor or as a custom coprocessor circuit on an FPGA. We describe an accompanying tool that generates code templates to reduce the time required to develop digital mockup test setups. We utilize the framework to build a digital mockup test setup for a commercial ventilator, and showcase codesign capabilities by implementing environmental models as both circuits and as instructions on a processor.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952295","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952295","Cyber-physical systems;codesign;coprocessor;digital mockups;modeling","Computational modeling;Coprocessors;Integrated circuit modeling;Mathematical model;Real time systems;Transducers;Unified modeling language","application specific integrated circuits;coprocessors;field programmable gate arrays;hardware-software codesign;medical computing","FPGA;application-specific codesign platform generation;commercial ventilator;coprocessor circuit;cyber-physical device development;cyber-physical systems;digital mockup test setup;hardware-software codesign","","","","1","","17","","","20110714","","IEEE","","IEEE Conference Publications"
"Session 5: FPGAs and synthesis — Part II","Neuendorffer, Stephen","Xilinx","Electronic System Level Synthesis Conference (ESLsyn), 2011","5-6 June 2011","2011","","","1","1","As in the previous session on the role of FPGA in ESL based methodology as emulation platform, this session brings together two more papers that focus on the problem of synthesis to an FPGA target from high level models. In the first paper, the authors propose several optimizations to a synthesis algorithm that starts from a particular formalism and ends with an RTL description. The formalism used here combines FSM's to encode overall structure, PSL-like properties to encode behavior within a state, and concepts of variables to make description more compact. The second paper describes a method to increase the computational density of application-specific systems by eliminating soft processors within these systems, and replacing them with synthesizable finite state machines with datapaths.","","978-1-4577-0634-9","978-1-4577-0632-5","10.1109/ESLsyn.2011.5952291","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5952291","","","","","","","","0","","","","","20110714","","IEEE","","IEEE Conference Publications"
"Trimmed VLIW: Moving application specific processors towards high level synthesis","Matai, J.; Oberg, J.; Irturk, A.; Taemin Kim; Kastner, R.","Comput. Sci. & Eng., Univ. of California, San Diego, CA, USA","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","11","16","We describe a synthesis methodology called Trimmed VLIW, which we argue lies between application specific processors and high level synthesis. Much like application specific processors, our methodology starts from a known instruction set architecture and customizes it to create the final implementation. However, our approach goes further as we not only add custom functional units and define the parameters of the register file, but we also remove unneeded interconnect, which results in a data path that looks more similar to that created by high level synthesis tools. We show that there are substantial opportunities for eliminating unused resources, which results in an architecture that has significantly smaller area. We compare area, delay and performance results of a base architecture with trimmed one. Preliminary results show by only trimming wires we have an average of 25% area reduction while improving the performance around 5%. Furthermore, we evaluated our results with high-level synthesize tools C2V and AutoESL.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240590","","Algorithm design and analysis;High level synthesis;Program processors;Registers;Resource management;VLIW;Wires","ant colony optimisation;application specific integrated circuits;high level synthesis;instruction sets","AutoESL tool;C2V tool;ant colony optimization;application specific processors;custom functional units;data path;high-level synthesis tool;instruction set architecture;register file parameter;trimmed VLIW","","","","1","","13","","","20120716","","IEEE","","IEEE Conference Publications"
"Welcome","","","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","5","Start of the above-titled section of the conference proceedings record.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573207","","","","","","","","0","","","","","20130801","","IEEE","","IEEE Conference Publications"
"Transaction-accurate interface scheduling in high-level synthesis","Sanguinetti, J.; Meredith, M.; Dart, S.","","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","31","36","The timing model for code presented to a high-level synthesis tool is an important factor in determining the level of abstraction which the HLS tool can support. There have been many attempts at defining a timing model. Here we survey some of the timing models that have been used, and present the transaction protocol model, used by Forte Design Systems' Cynthesizer, which has several advantages over previous timing models.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240595","ESL;High level synthesis;RTL;abstraction;timing model","Abstracts;Clocks;Computer languages;Encapsulation;Optimal scheduling;Protocols;Timing","C++ language;high level synthesis;protocols","Forte Design System Cynthesizer;HLS tool;abstraction level;high-level synthesis tool;timing model;transaction protocol model;transaction-accurate interface scheduling","","","","1","","6","","","20120716","","IEEE","","IEEE Conference Publications"
"Invited papers","","","Electronic System Level Synthesis Conference (ESLsyn), 2013","May 31 2013-June 1 2013","2013","","","1","1","Start of the above-titled section of the conference proceedings record.","","978-1-4673-6414-0","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6573220","","","","","","","","0","","","","","20130801","","IEEE","","IEEE Conference Publications"
"[Front matter]","","","Electronic System Level Synthesis Conference (ESLsyn), 2012","2-3 June 2012","2012","","","4","9","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","2117-4628","978-1-4673-1630-9","978-2-9539987-7-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6240588","","","","","","","","0","","","","","20120716","","IEEE","","IEEE Conference Publications"
